[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
Unknown trigger-type: GDL, near line: 4969" in file: "common/national_focus/mexico.txt" near line: 4972
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'PUE' in common/national_focus/mexico.txt line : 4984
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: PUE, near line: 4984" in file: "common/national_focus/mexico.txt" near line: 4987
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SUR' in common/national_focus/mexico.txt line : 5003
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/mexico.txt line : 5006
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SUR, near line: 5003
Unknown trigger-type: CRC, near line: 5006" in file: "common/national_focus/mexico.txt" near line: 5009
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BLZ' in common/national_focus/mexico.txt line : 5045
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GYA' in common/national_focus/mexico.txt line : 5048
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'TRI' in common/national_focus/mexico.txt line : 5051
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BAS' in common/national_focus/mexico.txt line : 5054
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BAH' in common/national_focus/mexico.txt line : 5057
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'JAM' in common/national_focus/mexico.txt line : 5060
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BLZ, near line: 5045
Unknown trigger-type: GYA, near line: 5048
Unknown trigger-type: TRI, near line: 5051
Unknown trigger-type: BAS, near line: 5054
Unknown trigger-type: BAH, near line: 5057
Unknown trigger-type: JAM, near line: 5060" in file: "common/national_focus/mexico.txt" near line: 5063
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BAH' in common/national_focus/mexico.txt line : 5533
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAH, near line: 5533" in file: "common/national_focus/mexico.txt" near line: 5542
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BAS' in common/national_focus/mexico.txt line : 5551
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAS, near line: 5551" in file: "common/national_focus/mexico.txt" near line: 5560
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'JAM' in common/national_focus/mexico.txt line : 5569
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAM, near line: 5569" in file: "common/national_focus/mexico.txt" near line: 5578
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'PUE' in common/national_focus/mexico.txt line : 5587
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: PUE, near line: 5587" in file: "common/national_focus/mexico.txt" near line: 5596
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/mexico.txt line : 5605
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CRC, near line: 5605" in file: "common/national_focus/mexico.txt" near line: 5614
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'TRI' in common/national_focus/mexico.txt line : 5623
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TRI, near line: 5623" in file: "common/national_focus/mexico.txt" near line: 5632
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GDL' in common/national_focus/mexico.txt line : 5641
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDL, near line: 5641" in file: "common/national_focus/mexico.txt" near line: 5650
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5662" in file: "common/national_focus/mexico.txt" near line: 5662
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5663" in file: "common/national_focus/mexico.txt" near line: 5663
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5664" in file: "common/national_focus/mexico.txt" near line: 5664
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5665" in file: "common/national_focus/mexico.txt" near line: 5665
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5666" in file: "common/national_focus/mexico.txt" near line: 5666
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5667" in file: "common/national_focus/mexico.txt" near line: 5667
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 5668" in file: "common/national_focus/mexico.txt" near line: 5668
[20:13:39][no_game_date][effect.cpp:356]: Error: "Malformed token: NXM, near line: 120" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 122
[20:13:39][no_game_date][effect.cpp:356]: Error: "Malformed token: GSM, near line: 137" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 139
[20:13:39][no_game_date][effect.cpp:356]: Error: "Malformed token: KHM, near line: 154" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 156
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/national_focus/ncns_ma_clique_joint_branch.txt line : 443
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 443" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 446
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/national_focus/ncns_ma_clique_joint_branch.txt line : 464
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 464" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 467
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/national_focus/ncns_ma_clique_joint_branch.txt line : 485
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 485" in file: "common/national_focus/ncns_ma_clique_joint_branch.txt" near line: 488
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/netherlands.txt line : 4668
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CRC, near line: 4668" in file: "common/national_focus/netherlands.txt" near line: 4669
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SUR' in common/national_focus/netherlands.txt line : 4670
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SUR, near line: 4670" in file: "common/national_focus/netherlands.txt" near line: 4671
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/netherlands.txt line : 4719
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SUR' in common/national_focus/netherlands.txt line : 4720
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CRC, near line: 4719
Unknown trigger-type: SUR, near line: 4720" in file: "common/national_focus/netherlands.txt" near line: 4721
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/netherlands.txt line : 4789
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CRC, near line: 4789" in file: "common/national_focus/netherlands.txt" near line: 4790
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SUR' in common/national_focus/netherlands.txt line : 4798
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SUR, near line: 4798" in file: "common/national_focus/netherlands.txt" near line: 4799
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KUR' in common/national_focus/persia.txt line : 11427
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUR, near line: 11427" in file: "common/national_focus/persia.txt" near line: 11432
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KUR' in common/national_focus/persia.txt line : 12534
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUR, near line: 12534" in file: "common/national_focus/persia.txt" near line: 12541
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GNB' in common/national_focus/spain.txt line : 2188
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GNB, near line: 2188" in file: "common/national_focus/spain.txt" near line: 2192
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'PUE' in common/national_focus/spain.txt line : 2532
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: PUE, near line: 2532" in file: "common/national_focus/spain.txt" near line: 2537
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/national_focus/turkey.txt line : 9589
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 9589" in file: "common/national_focus/turkey.txt" near line: 9590
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/national_focus/turkey.txt line : 9598
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 9598" in file: "common/national_focus/turkey.txt" near line: 9599
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/national_focus/turkey.txt line : 9607
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 9607" in file: "common/national_focus/turkey.txt" near line: 9608
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/national_focus/turkey.txt line : 9634
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 9634" in file: "common/national_focus/turkey.txt" near line: 9635
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BRM' in common/national_focus/uk.txt line : 3100
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BRM, near line: 3100" in file: "common/national_focus/uk.txt" near line: 3111
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BAN' in common/national_focus/uk.txt line : 3403
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BAN, near line: 3403" in file: "common/national_focus/uk.txt" near line: 3429
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BAN' in common/national_focus/uk.txt line : 3580
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BAN, near line: 3580" in file: "common/national_focus/uk.txt" near line: 3587
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BAN' in common/national_focus/uk.txt line : 3618
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BAN, near line: 3618" in file: "common/national_focus/uk.txt" near line: 3622
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MLT' in common/national_focus/uk.txt line : 3914
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: MLT, near line: 3914" in file: "common/national_focus/uk.txt" near line: 3917
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'CYP' in common/national_focus/uk.txt line : 3942
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: CYP, near line: 3942" in file: "common/national_focus/uk.txt" near line: 3945
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SUD' in common/national_focus/uk.txt line : 4063
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SUD, near line: 4063" in file: "common/national_focus/uk.txt" near line: 4066
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SOM' in common/national_focus/uk.txt line : 4121
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SOM, near line: 4121" in file: "common/national_focus/uk.txt" near line: 4122
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SOM' in common/national_focus/uk.txt line : 4141
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SOM, near line: 4141" in file: "common/national_focus/uk.txt" near line: 4144
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'UGA' in common/national_focus/uk.txt line : 4169
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: UGA, near line: 4169" in file: "common/national_focus/uk.txt" near line: 4172
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'TZN' in common/national_focus/uk.txt line : 4197
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: TZN, near line: 4197" in file: "common/national_focus/uk.txt" near line: 4200
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'ZAM' in common/national_focus/uk.txt line : 4226
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: ZAM, near line: 4226" in file: "common/national_focus/uk.txt" near line: 4229
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MLW' in common/national_focus/uk.txt line : 4254
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: MLW, near line: 4254" in file: "common/national_focus/uk.txt" near line: 4257
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'NGA' in common/national_focus/uk.txt line : 4341
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: NGA, near line: 4341" in file: "common/national_focus/uk.txt" near line: 4344
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'GHA' in common/national_focus/uk.txt line : 4369
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GHA, near line: 4369" in file: "common/national_focus/uk.txt" near line: 4372
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SIE' in common/national_focus/uk.txt line : 4397
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SIE, near line: 4397" in file: "common/national_focus/uk.txt" near line: 4400
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'GAM' in common/national_focus/uk.txt line : 4425
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GAM, near line: 4425" in file: "common/national_focus/uk.txt" near line: 4428
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KUW' in common/national_focus/uk.txt line : 4566
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUW, near line: 4566" in file: "common/national_focus/uk.txt" near line: 4569
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'KUW' in common/national_focus/uk.txt line : 4570
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KUW, near line: 4570" in file: "common/national_focus/uk.txt" near line: 4573
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'KUW' in common/national_focus/uk.txt line : 4668
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KUW, near line: 4668" in file: "common/national_focus/uk.txt" near line: 4671
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'QAT' in common/national_focus/uk.txt line : 4696
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: QAT, near line: 4696" in file: "common/national_focus/uk.txt" near line: 4699
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BHR' in common/national_focus/uk.txt line : 4724
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BHR, near line: 4724" in file: "common/national_focus/uk.txt" near line: 4727
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'UAE' in common/national_focus/uk.txt line : 4752
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: UAE, near line: 4752" in file: "common/national_focus/uk.txt" near line: 4755
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BLZ' in common/national_focus/uk.txt line : 4828
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BLZ, near line: 4828" in file: "common/national_focus/uk.txt" near line: 4831
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BAH' in common/national_focus/uk.txt line : 4857
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BAH, near line: 4857" in file: "common/national_focus/uk.txt" near line: 4860
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'JAM' in common/national_focus/uk.txt line : 4885
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAM, near line: 4885" in file: "common/national_focus/uk.txt" near line: 4888
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'TRI' in common/national_focus/uk.txt line : 4913
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: TRI, near line: 4913" in file: "common/national_focus/uk.txt" near line: 4916
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BAS' in common/national_focus/uk.txt line : 4942
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BAS, near line: 4942" in file: "common/national_focus/uk.txt" near line: 4945
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'GYA' in common/national_focus/uk.txt line : 4970
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GYA, near line: 4970" in file: "common/national_focus/uk.txt" near line: 4973
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 4999
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 4999" in file: "common/national_focus/uk.txt" near line: 5004
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 5029
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 5029" in file: "common/national_focus/uk.txt" near line: 5034
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SRL' in common/national_focus/uk.txt line : 5080
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SRL, near line: 5080" in file: "common/national_focus/uk.txt" near line: 5083
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'MLD' in common/national_focus/uk.txt line : 5108
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: MLD, near line: 5108" in file: "common/national_focus/uk.txt" near line: 5111
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'FIJ' in common/national_focus/uk.txt line : 5139
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: FIJ, near line: 5139" in file: "common/national_focus/uk.txt" near line: 5142
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BRM' in common/national_focus/uk.txt line : 5171
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BRM, near line: 5171" in file: "common/national_focus/uk.txt" near line: 5174
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 5194
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 5194" in file: "common/national_focus/uk.txt" near line: 5198
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'BRM' in common/national_focus/uk.txt line : 5201
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BRM, near line: 5201" in file: "common/national_focus/uk.txt" near line: 5207
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'KUW' in common/national_focus/uk.txt line : 6580
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 6583
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUW, near line: 6580
Unknown trigger-type: BRM, near line: 6583" in file: "common/national_focus/uk.txt" near line: 6597
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MLT' in common/national_focus/uk.txt line : 8654
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MLT, near line: 8654" in file: "common/national_focus/uk.txt" near line: 8655
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 8880" in file: "common/national_focus/uk.txt" near line: 8880
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 11329
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 11329" in file: "common/national_focus/uk.txt" near line: 11336
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/national_focus/uk.txt line : 11340
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 11340" in file: "common/national_focus/uk.txt" near line: 11348
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 11351" in file: "common/national_focus/uk.txt" near line: 11351
[20:13:39][no_game_date][persistent.cpp:66]: Error: "Unexpected token: will_lead_to_war_with, near line: 11514" in file: "common/national_focus/uk.txt" near line: 11514
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'PUE' in common/national_focus/uk.txt line : 12345
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: PUE, near line: 12345" in file: "common/national_focus/uk.txt" near line: 12350
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GDL' in common/national_focus/uk.txt line : 12501
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDL, near line: 12501" in file: "common/national_focus/uk.txt" near line: 12506
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MAD' in common/national_focus/uk.txt line : 12519
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MOR' in common/national_focus/uk.txt line : 12522
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'ALG' in common/national_focus/uk.txt line : 12525
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'TUN' in common/national_focus/uk.txt line : 12528
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'DJI' in common/national_focus/uk.txt line : 12531
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'RCG' in common/national_focus/uk.txt line : 12534
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GAB' in common/national_focus/uk.txt line : 12537
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CMR' in common/national_focus/uk.txt line : 12540
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CAR' in common/national_focus/uk.txt line : 12543
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CHA' in common/national_focus/uk.txt line : 12546
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'NGR' in common/national_focus/uk.txt line : 12549
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'DAH' in common/national_focus/uk.txt line : 12552
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'TOG' in common/national_focus/uk.txt line : 12555
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'VOL' in common/national_focus/uk.txt line : 12558
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'IVO' in common/national_focus/uk.txt line : 12561
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GNA' in common/national_focus/uk.txt line : 12564
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'MLI' in common/national_focus/uk.txt line : 12567
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SEN' in common/national_focus/uk.txt line : 12570
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CAY' in common/national_focus/uk.txt line : 12573
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAD, near line: 12519
Unknown trigger-type: MOR, near line: 12522
Unknown trigger-type: ALG, near line: 12525
Unknown trigger-type: TUN, near line: 12528
Unknown trigger-type: DJI, near line: 12531
Unknown trigger-type: RCG, near line: 12534
Unknown trigger-type: GAB, near line: 12537
Unknown trigger-type: CMR, near line: 12540
Unknown trigger-type: CAR, near line: 12543
Unknown trigger-type: CHA, near line: 12546
Unknown trigger-type: NGR, near line: 12549
Unknown trigger-type: DAH, near line: 12552
Unknown trigger-type: TOG, near line: 12555
Unknown trigger-type: VOL, near line: 12558
Unknown trigger-type: IVO, near line: 12561
Unknown trigger-type: GNA, near line: 12564
Unknown trigger-type: MLI, near line: 12567
Unknown trigger-type: SEN, near line: 12570
Unknown trigger-type: CAY, near line: 12573" in file: "common/national_focus/uk.txt" near line: 12577
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'ERI' in common/national_focus/uk.txt line : 12616
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SOM' in common/national_focus/uk.txt line : 12619
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: ERI, near line: 12616
Unknown trigger-type: SOM, near line: 12619" in file: "common/national_focus/uk.txt" near line: 12623
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'GNB' in common/national_focus/uk.txt line : 12688
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GNB, near line: 12688" in file: "common/national_focus/uk.txt" near line: 12692
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'EQG' in common/national_focus/uk.txt line : 12711
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'WES' in common/national_focus/uk.txt line : 12714
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: EQG, near line: 12711
Unknown trigger-type: WES, near line: 12714" in file: "common/national_focus/uk.txt" near line: 12718
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'CRC' in common/national_focus/uk.txt line : 12727
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SUR' in common/national_focus/uk.txt line : 12730
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: CRC, near line: 12727
Unknown trigger-type: SUR, near line: 12730" in file: "common/national_focus/uk.txt" near line: 12735
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SLV' in common/national_focus/yugoslavia.txt line : 399
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SLV, near line: 399" in file: "common/national_focus/yugoslavia.txt" near line: 402
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SLV' in common/national_focus/yugoslavia.txt line : 406
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SLV, near line: 406" in file: "common/national_focus/yugoslavia.txt" near line: 406
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SLV' in common/national_focus/yugoslavia.txt line : 409
[20:13:39][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SLV, near line: 409" in file: "common/national_focus/yugoslavia.txt" near line: 410
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SLV' in common/national_focus/yugoslavia.txt line : 468
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SLV, near line: 468" in file: "common/national_focus/yugoslavia.txt" near line: 480
[20:13:39][no_game_date][effect.cpp:443]: Invalid effect 'SLV' in common/national_focus/yugoslavia.txt line : 483
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: SLV, near line: 483" in file: "common/national_focus/yugoslavia.txt" near line: 502
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SLV' in common/national_focus/yugoslavia.txt line : 681
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SLV, near line: 681" in file: "common/national_focus/yugoslavia.txt" near line: 691
[20:13:39][no_game_date][trigger.cpp:700]: Invalid trigger 'SLV' in common/national_focus/yugoslavia.txt line : 887
[20:13:39][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SLV, near line: 887" in file: "common/national_focus/yugoslavia.txt" near line: 897
